userid,n_status,gender,neu
e0530c0b9f004a9ae174c8f09b6f3f5f,19,0,2.15
4bbf02597af866fed13946cc74d2a5a8,219,0,2.60
2710799336a63137bf6e8fb551d64517,316,0,1.05
b801e6a2a2dea79f6445585ae781e99b,120,1,1.60
c5defb89d1372327f4c8724bcd3b3024,15,0,2.55
c03d6ce58e9e21792389bfe5589d6bc8,8,0,2.20
46f44e5ef9b80b90a517ea352a4e379e,7,1,3.15
3e55f205a33f9f1dab7ee5bebfd52ef9,265,0,2.25
250a0ec56dfdc90de3fd6ffa9adfebfe,25,0,1.53
d4bb005710a0c97dbf5bd932e659d039,159,0,2.60
0a13cc58a53fc20dfe420fb7ebfabeba,437,0,2.25
983bf2f6a598a99a094f437dc5706404,225,0,1.35
f955b02e4de8c97772f81df5f8330ca3,26,0,3.30
d85541a924133be8fb56a81c0f0976dc,383,1,2.10
43e9b5847ad2e94f53bcc9d826093a76,34,1,2.45
a17875a3942536f42d1e20a8ba4ab7b6,163,1,3.40
4f707dd5d50e7e9127fc0463add29211,25,1,3.15
7a43a9918d2d96c52df68fb0be6f7422,182,0,4.30
a0957830e4e6dfa5e19ff9420d82dce6,363,0,2.95
b0063904d627b4e7f6121757d3ceb550,551,1,2.16
a74c3da731bcb74a3922f0865a22aa32,48,1,1.70
c6674529856b004b6ef407666b1d1d98,136,0,2.30
8bd969fff9e21f496587b105562eb7f4,134,0,2.65
5914d00a871864e785ff28a7ce7e3c43,233,0,1.55
7632d0759bc05ca4a62dfda5261c0d2c,318,1,2.90
85f55ba06334108fd0eee89bbe51d518,690,1,2.00
1c2b3b19aa6ff6902823c29344bb3f6d,7,1,1.85
61fb5fb0a8070a3384276574756e40c9,429,1,1.95
208d59a1c9813e6c27c41101dae856f7,348,0,3.35
913c5e231a9cfb22554b92e35b692ab3,215,1,2.65
60f31ccddca0f73e39a92fd96d29d29a,90,1,3.85
ef5d2458b9e3ba46120469ea65d4c6e6,150,1,3.05
96094bec00b35ede50b56dc67ff8e870,99,0,1.10
05c8e041dfa1172f9e1f5dccd54ce251,234,1,2.05
a8c5b441729be3bc83b892e02473fada,139,0,2.40
6a8cbd0cf27b5742b7f66d1070ea89c0,51,1,3.80
031ff657db22c4cafea144effc09d16c,53,0,1.30
14a1aa2be8ce1798dbfa380eb4bf790a,15,0,2.10
730cc9cf296b90439feacf8131c5cef6,647,1,3.15
46def46b1ef0980d4d6a0bdfb22f159e,308,0,1.45
701ca07d904f7865ff7beb87dd44cafe,218,1,3.05
3ff63460821ec0738cda5a688b2d45f9,568,1,2.40
0d184bee112fcbe03110b3b81bfe0614,438,1,3.05
534084c4e1631cc499637aac80a1460b,120,1,3.75
b64d3e5cda3ce804800f550a8c074bab,27,1,2.75
ee81294894d14b334cd0d4d64c8d3d1c,87,1,3.70
110928ec508d09e803f1620e586e5ec7,19,0,4.30
3bdee07f4b68c24b202b5d3917b57f17,120,0,1.15
6476372f93397f45975cf96489473ef5,47,0,3.40
3988da566ecc868a945fd7acf49571fe,136,0,3.00
abbf6378eeffe586504ae2f2c93599c9,45,1,2.80
71bf57f7d9193e8c4fefd383515ae929,800,1,1.50
a55e2a439106504d8a4182538e88d08a,63,1,2.67
11b3dcac9ca1cbfc9e4660f0d126e5c9,64,0,2.00
d5983cc1175c05e012ee109c52bf5743,56,1,2.50
9ddd56fe6430e3b23678c761e50c4951,220,0,1.55
98448afc731c1717463ba2a16ad5ea28,84,1,3.15
3de96db05f9fbd7000329a533c34744a,63,1,1.75
947126a9b294f0c9972e7b92ec7d7554,215,1,2.60
f4586b175b85cdde16cb401b3cdb4821,55,0,1.80
aabb9b0bdd01f8d21d8773f7cea5058b,77,1,2.85
0789e5c998e668a36698d25731f045c6,7,1,3.00
2fb1af8fddf75f1d79b3582375ecb088,86,1,2.85
68400f9c74967c9fc6292b8483a8c4fd,270,1,3.20
bce74b55593f0de096a1f1a783fc4794,582,0,1.00
fcf6088703afa81899947d954cbf5c5f,11,1,3.05
92f2d82ffbb3fe1470630f8d83330d5e,181,1,3.15
e97f9c9952ee217c50f58e558604b63c,76,0,2.95
aebad0b7f6de888a2b6e9124437932d0,72,1,2.40
3f1842dd85ed2b8b42a4b425f02099b2,165,0,4.15
64c06bfe9061d1532ba09175ad8e1e61,154,0,1.70
60684b13393e1549225ddc04d04d5457,21,0,3.70
b23844bd57855693c9c47ed59f9fa7ec,100,0,2.20
f6acdac2b90af71450987eae42936a14,118,1,2.15
86ee59a300b54473f182e3bfdeb08630,329,0,3.40
78aa7334b4a67340fe9750529fcc92a4,368,1,3.10
0ab38e4d544251903c49e4306a43eace,143,1,3.65
2a491d937f0820b76ecedf9a10340a1b,167,1,3.35
58ec3de01dc2ba2e7572ce3218a0a133,1017,1,2.95
a33540af2791b591499370e1a3ecf2c0,91,1,2.00
1b76c9524036cc54839fd11eb97af5e9,65,1,1.95
5afdbfc395028caa3ca10722a3ea8bbe,83,1,3.05
f22b83f3c220e585189ead9ce43b62f0,30,1,3.25
6c0cc48da9834d0c3c96ff66f6089160,138,1,2.50
a0b2eaca25a1ad8916f7ce5f7caeafd1,115,0,2.40
fb3fad8258292e5fe1c459e26923fad8,1364,0,3.20
e23c98d53cd1d8f4c5648cc7c645c203,42,1,2.55
47cd006e30f8cc20858dfe8f01d8b874,42,1,1.80
28ed31a14034f57a851e854a87668d66,42,1,3.35
e8c5e054b5c63d5c477fd0195ff44218,26,0,3.30
18baf0ea6cd84f584daf3d6919404851,155,1,4.60
fc2a336217d9452b49554e6ca9179ccc,634,1,4.15
db478ce47401cb911227f19680cd8a21,57,1,2.95
fa4f1879f5105974cfda954f0a0c798f,69,0,2.55
7abada3e889fe8084d13c807f7441799,80,1,2.30
386f68966579e47f693750a8ae0e03cb,86,0,2.00
d84c6ad446304461af3301a4a815ec77,100,0,3.40
672878bc65268a3c1e9f4ba51ae9be0e,233,1,4.20
36183199deee3cb222fb39a0cd38daf3,112,1,3.80
2e7c0bcbf9e3052cbbb5ca9a4563801d,45,1,3.35
a8fdac0a3fdc17f2b42a1c6ca8740c2e,201,0,2.30
54384f5b686f9f0d3a3cbc3598151574,350,0,1.45
388ab88c7c84d029395cd8a62a525eb3,269,1,2.20
897d671f8004539972321c4c7388b178,235,0,2.35
6d5146b97d7604a76de4aef92e06f88a,82,1,3.35
225584f5534a9c0b592d036c6110f7e2,258,1,3.05
d7a6cdfe67fef3281c87d31b43f33def,74,0,3.45
7615958032a670e6b7f9b64b2995d112,331,1,2.85
7dbaaac18670b08ace9197d5cfde026b,21,1,1.25
9b3a3545e2245464b126ae08bdae9854,10,1,2.20
fd9ff989f4d525b5ee8905c418421339,476,1,2.55
430dde798f2e2c646d444f9ac84f1f2d,260,1,4.20
7c88cc2c4502e73e676cc3ed1dcc8465,31,1,2.35
669138b988ed9943c9ece5ecafc94b28,492,1,3.25
3dab5a1b968ae78da6b6bf59d57ca80c,76,1,2.00
6b24e769fbd27a9abb159eba40afd489,322,0,2.80
ed427cab3b9bd11738d963ad91dd7ce9,19,1,1.70
8bb6557f54e8ce529ae59e3c3606434f,293,1,2.85
c8125c3816e6118ab42e678658a8a590,339,1,3.70
37deb7de8131d7947fe8006f8a2a307d,230,1,3.05
b20200a4c95a664bdf4e11ab2aa6dedd,159,1,2.70
335d97b5ed9ec53fc870ded043343a4d,65,0,2.85
491d687d1648c5461f4b7d5592d30a50,97,0,2.35
3c727c6adb490455ea59fccb0604672e,155,1,3.55
54d638659df2267fcbeefc2c92d1c1f2,68,0,2.95
f0fd9b9ab723d81031a024163024f619,64,1,2.35
55cf79c04ae066ad5a8f07a500e289ae,30,0,2.30
8ee4df1d53a708ae11027c0628e16866,17,0,2.85
10c339cd2be59e62b1ddd94f48497090,190,1,2.74
e8f5e0751848435f796a6e622b9b5369,144,0,3.30
85969fdc42c3c854a2ee7584df1f6aa6,60,0,1.65
8d4b772f6e2baf5b96cea4d07883f168,202,1,2.47
c0b04425dc7dc5ea5e5cf0568d30ba16,223,1,3.90
53f82d78404bf506ce3038ab234d3b81,392,0,2.10
ab52bf782b026715a2e2a876d73fe396,978,1,3.45
b90d04d25fbd8e7c20896a3489a99734,169,1,2.00
68f7f544577605e90ab63f458b400065,186,1,2.35
c889bfb6cbd4e6a571e62ed33a56ea1a,23,1,1.65
35f52bceb5803c276375b6cbdafdbc8f,66,0,2.37
27fe317a31b34dbecebe0d3464416776,30,1,4.35
6aa6d5e68d8c2f51961118a5a647a884,173,1,1.35
01c02aada76eec7f7d7939eab1b91671,8,1,2.80
36881a33980096dc20bf58cffdb92714,15,0,2.60
33080e71592208b883dd9185abb075e5,95,1,3.60
86f72beea9431a7043f7fb00e292db3b,10,0,1.15
599c74a9589f6d38cde4772fe6b01f54,59,0,3.25
c7be123551b1cd60b7d5debf1cd318e6,148,0,2.65
a38ba7fa784285c94032bb794904e5ec,178,1,1.95
f7d2f14bf9fd342e03376bb9674f6e15,119,0,1.20
e97a28c02f0dac2d0e06a24e2e64ec98,79,0,1.05
d3c01c8e73a2fb8658ced2e95deec147,16,1,1.70
bd5a8ea1a302f2bfce333702d89c0dbe,36,0,1.75
55b028aa4dcd73a9087cb1e7f5a27274,470,1,2.75
f71ea0eddeb50e07ec0cbf39ef4324ba,12,0,4.70
ab95849b4280a1b9cfa1b51915042e1c,311,0,2.45
994a0dea21d090d916f4d58610b4cd65,67,1,3.90
69e440df05d7ae95184c8d7ac25e11b5,12,1,3.55
2912626839f59248a47f01c08f9b6050,84,1,3.60
378d18e5c05d94b6a1d604ebd6d29c64,216,0,3.25
fd05051477e4b73b58163acb16133074,225,1,2.80
776509ad728110c41e4b73d5a051b9ab,176,1,2.30
38d442a62eead10119327a2eb3990b17,157,1,1.90
9020aa0bc0bac923e1a15fb7568c918c,435,1,1.85
e5bdfe5e855508e494ee4b5e528ebad1,81,1,4.15
712024311a7aaf5ef452629b4b75c85c,287,0,2.50
6a3c81f5639bdb849b5208b113fd7f4b,271,1,3.15
a5c06412000873f79dbaa1c4bfd91004,205,1,2.75
0aa05ad4451b991ca6d649cf20892b09,269,0,3.10
535f03886d4c364b04a008a08566df1b,87,1,3.70
2e02fb7c5343aa56ef095ec61bae91e5,54,0,3.10
9cb8f9594fcc572cbc5334a4e9fd9b95,27,0,2.15
8e9edcfe1cf5a4c4c2de176a2a37a8c2,43,0,1.20
6c5794f5d02b28b3b5c0e79657f28348,497,1,1.70
8a653d78e73644d5c860166a8a8a2505,124,0,1.95
c47648a963f4b49a9482166751f4b899,117,1,3.50
ec1e26e6b977d54786d439b0fd701f39,132,0,2.00
6251e04586545835c98fd7171e153046,83,0,2.50
cce581577ed09731bf719d88170ae22a,144,1,2.55
97c84d1425f1a670c0c8ec0c8f04ced7,950,1,2.70
ed7a324d04dba086c165505314e4a67b,305,0,2.15
828a4bec77f242d501670da95b477a6d,78,1,1.40
4f2118e2b0c12f05a8255d3dd20a273f,479,1,3.90
b336d12544565e6e98e7c62d41525299,155,0,1.60
7a578e386de8b1cd1c9c50a0d17c1828,43,0,2.35
2889cbc5b61c6b4d9ad123ce5f4d9510,228,0,2.90
5c5b4e8ea713e5a4d44c0994a5bd11c2,292,0,3.30
9dde86a6dd0084399446abe345c6be62,159,1,2.60
5c3bf1dbea4228b96be18b3bd8305a80,301,0,2.10
73430a85ae434b9788cb311ee1d55e59,45,0,3.11
0e92c7301e563abbabc93a65d71aa020,346,1,4.10
97c8a5c6da21423d278da40d3d097091,66,0,4.10
bbb9f2a0354d2624e605a7e0a1985978,255,0,1.85
0814958574c3e2ef2f60272de09f457c,58,1,2.50
3e930abd0332e21a9ba6ccd1c88bd95f,287,1,4.30
dcc5c671e28294abf67c5be7aeb95374,119,0,2.60
3586fe57e37947351ab6ddde696c1678,19,1,2.75
096fecc6ce224c946666edfb2cb00236,11,0,2.55
ebb573280dc6be2c464aea209814865e,579,1,4.00
02a747cba46878362246423ad08cdcc1,279,0,1.95
d00ca4ae383344be871eb70e9e96fe8c,82,1,1.80
c9ef15bd534620315c5cd3856c45ac85,36,1,4.60
755584fa7274a5ee691c6807037d4b85,137,1,4.55
403883eb60fe04cdba94bae87b046d4e,15,0,3.10
067519c69d0284a6ee98cdbf1a66143b,675,1,2.20
6ecd687b263e54d2dfb1eee205bf2618,69,1,2.45
7bcf62bda263957868b5a6ad0db01831,527,1,1.35
b1c30e62e67dd943ecb1c9de635135f7,212,0,3.25
ded2e89579d3cc9a59d4d9ac9d6430ea,558,1,2.95
343abb31a41fca4569df3d75e87914ba,125,1,3.45
945df1e16239f07dfd70b4dd0ea4a682,44,0,3.63
c5b3ca2f84d1db692a2af623f4b665cf,138,1,1.15
a863c2560a9b19abf4b03daf1571ef25,41,0,4.15
ded2248e0ca0b2172fa8c3398b10f25c,91,0,2.50
44ebf5d84e6769379a7916c6588eeba2,175,1,2.85
5299b573a6caaf4aebfb3cf6bc8acfd8,131,0,1.55
3be7c32000f18ec973a4490fa00d004b,192,1,2.00
630bd1360ec9323e2a7c2a6698168b51,10,0,2.30
e5d0c6043221c7cf72f59bd0d9b1d491,26,1,1.55
7c701124b7e24bc78999f9d346bd097e,96,1,2.60
a30e72f9b7c17b2d7325895b6b6009ef,217,1,4.05
cba5ef99ecad479c5f393e771bc7dcfb,144,0,1.70
2a592a95c571a62644427c12940442eb,33,0,1.65
dbdbbed9e9e6d1a7728a861b37715b3c,69,1,2.70
57f66bafa82dcc462e0a30cd9188a192,81,0,1.95
c96e9cae88efe7bbe85a6d4f687a2573,549,1,2.80
6c62acaa78773a67b5725e5382c9fae6,70,1,2.90
ac5693e708fbf6abe4b8c0119a4ba7a8,477,0,3.00
89ee1bd6d41aa80b297924bdd0ac3cbb,175,1,3.75
499394ade20fbdfe83948215f3b1c99e,67,1,1.90
01839465c95c22846e5bfde5b0e1fc98,11,1,3.85
a43db9d99de8db68d514fcfcf94b8175,226,1,1.80
a66eebdaa5a9b82d639e42b6ff638f43,156,1,2.50
42912659a09c220b0de1832cd17f7ab3,16,1,3.75
c68df7b7e5c64c7378f07c7426c4c41c,29,1,2.85
72366dc15dbb7f7d5a313e229d8e96e9,213,1,3.65
4a458d7a085d228791be0a011b53c339,40,1,4.30
269de6cbd89daaa5d5861aac57d94a7f,136,1,3.70
34e11f901c0792f3272d9f6b5f56a677,157,1,2.33
0532e89cdac763095bef92d2cab1df67,856,1,3.85
20c0922fb28ab26d871e82f9d6524e00,371,1,2.55
133d568a0453585b6b3f4e510520e854,125,1,3.16
f88c5c0b0c6e3f0f50d99f35578d7cea,181,1,3.50
36b7e5159047f4da4d870259eed7d025,318,1,2.30
0deb318066283653ec764b288f4b9626,221,1,2.65
4af30a475f375b06adf292e5377775d3,310,0,3.65
34e7b16171fa8a296e65fce356d6a3d4,27,1,2.20
85a6a58fe8647f3c007b3f47e306be78,405,1,1.75
3da99255b0b1b1b82eb609daf97d185d,371,1,2.90
74e89ea914628f4b8a04142df6f67e5b,8,1,1.40
0741d39adf622ce157928d0437170197,99,1,1.85
26d4e83b1d6e8fa82c2de718dc3b5d93,42,0,1.95
e982516a96de7793b8719142a7453d03,170,1,3.50
35ff1db4e165b2bd80638f90ca2c70d5,27,1,4.50
cdc1f4fe532c2a2443bc2f5ea3dc7d0a,230,1,3.70
f860ff6e3657e3069c1d659c4ee33b26,123,1,4.40
2e94e1da9d127d899211d8035ef47e37,266,1,2.90
6066281dae62639d9cd60feb69fe3de1,80,1,2.80
abd272dd21120a6fb5e25bab1d711ea7,38,0,2.05
c3dea813eb0248e9a9af0a9828743de0,45,1,3.20
cf4ab5ad7123e4a164e54c7995d2ddae,524,1,4.35
3bc4213ed388a9d8e7174a911c723626,82,1,3.45
a82d5721037a73d27525b5fcec752cde,148,1,1.75
919a13789492a4ec0f05423cd5ceeac4,105,1,2.65
7ef9b14a1a8492c42f2924b836e5e3bc,66,0,2.85
416c77588cdb245721868a110ef42c62,93,0,1.75
eb58ae54901161c28026e0da3ba87dfc,49,0,2.85
7d8b498ff49ebf812a84efe616dc948d,440,1,4.05
2600ca7880310733f9c697a2c7b13ebc,85,0,3.95
1faf99af14ad60270834e70a4d50fd65,70,1,3.00
49192a647e81cf8ba4103c7fd7bba8d4,130,0,1.45
1c5860d5c4e172201d1de5911a4bf736,65,1,3.45
a016126e5741c37e32c9e8d7fc02bf01,55,1,3.05
0aa788d7e354fd71c6f5e1e0dbec6829,382,0,3.30
e4aa68cf3444cab7f3687446ed9ee8f1,334,1,2.30
a6836247866154e7a62ac2324802be03,408,0,1.68
e7a15b18885a90dc604faff7889e0648,119,1,2.50
0941a84f5e3e59f59688d05564e40e6a,33,0,2.45
70ff1c36f1e4041315281648c9148bef,193,0,2.15
9659217322a4d1e935b5f8a0a65468d0,280,0,1.80
c23804e469a7a1b360e62b285e103faf,55,0,1.70
00ba9e1672e3ae96596e6173e6c7da5a,9,0,3.00
1cf87176dc1d3c8e254c7d134e2d840c,115,0,3.75
c5d166122f40c48d521529ac7007ea01,184,1,1.65
dca3b00d3a2107df1ee0ea3b43eabc0f,71,1,3.20
e05f5a231143aee02420c188745a1832,390,0,3.10
08db9de1dde5424e80714fe41e149342,148,0,1.95
941255156cf1e4cbdf9c9333346af62b,525,1,2.90
531e59c428cddacb5f09d295b82ae55e,116,0,1.95
04f69eb4b477de6938823372ff52b45f,13,1,1.95
353210bd79a234c6ed4dc4feb2e605d7,25,0,2.40
34f69a7b2902493bc212fa44b11c7ae2,75,1,3.21
c6dbefb072e91b7a40ce3adfb8f00a10,116,0,1.80
90f8157fb5b350de212a698a0821d805,4,0,2.45
2505897e40e8ed39806944f723a49965,239,0,2.00
fcba9267596269c48deb45328a41b2a5,113,0,1.85
bb159c37bb740c0f06d75437ca55c26a,258,0,2.70
befa1376d8d5e3e44fc791d2f958bbc1,1070,1,2.15
5a76f8cae3d7f31f11f69ce900858456,178,1,2.55
6ad9de72237b324cfca16688eaa3535e,109,1,2.30
7baffb8e6158b9350a34b509352c8efb,226,1,2.90
d47221a85e325f320a207ccc0ae62229,160,1,4.00
3b1f793f13b8371bd6444766f54b3d55,26,1,2.60
2da3ecf62c1efaa4cf55237a94e6c2dd,390,1,4.30
c2052f43a04ce60b3a5f2747d445d2cf,179,0,2.40
c27c9db2e7efff4056d7ea46503492b2,76,1,2.85
1666f00f96ebcac9ff061729b2878fc3,53,1,3.45
f02b0ed2ef1302421fe9e2f93d465507,116,1,3.65
e8ed8551bdca6f054de6360c8aa55155,103,1,4.25
c8ddb3798c077217460cf79fcc1fd7fb,386,0,3.45
bd6baa03e596ead052ec4d410737ede0,20,0,1.75
f09aab681d43fbf6d9a56d8035b3d345,67,0,3.10
3f2537955c5d14bd1729b5da89e32c15,37,0,4.25
8e1e406cd33fc74e308ceb6f1abb89cf,255,1,2.80
568edb97f2bac51a39a5a9d501112109,126,0,2.45
7fa7ac4bbee530982c52f2903495d444,189,0,2.35
53cfb8ddcd1ee9267bae17ecf7317cf0,142,1,4.00
47bbc2353cf63fdd49e730e138d5a063,385,1,2.40
bd2272c64d9fe58495456a7852896aad,167,0,1.55
2347947f1d68e3a24426a6e7c657f59d,39,0,2.95
03be133b3627364e7fbd80ee67bcde89,174,0,2.10
12a0bc832d45bdc69b5691221e181a4e,576,1,2.20
ecb7cf3f8e53731c7bd68b6cebbdd974,123,1,3.95
83152141560bd7b2879a953e5f33ddbc,341,1,2.45
9d382eb7d6baf0259b791d239bb82667,284,1,3.60
e29bb29ad4e6227a7bfafa840bb2fc70,86,0,4.05
f5d623e9e2b5a8af91c341e751fe75e8,22,0,2.00
4f10481b4b006ad88c31f662f0c9a2ad,185,0,3.05
5a6a4bd69a4e7b91b12a3823ecae51e6,417,1,3.35
620e2f49acf582171c80d7fa30fe6b38,457,0,4.45
fecc9df52311334bb6cbe2e219dc0a5c,31,0,1.30
29384d2029e84e5e9a93d28559db2a95,28,1,3.35
c3f72588296d4f28398aa8519d134f0d,49,0,3.90
4c1b73593c72a3e7a1e3487ca2a8cc15,110,1,2.55
729dee35d49254a7a976151d40016698,305,1,4.20
864a2654d8995bdf03d9614b5b748d92,24,0,3.16
5dfd0f175e545874fe8383d34c2173c7,72,0,1.80
971ba69590918296f063271586b3ff1f,75,1,2.05
cd2ab19bf1523a076660744714b6f677,553,1,3.15
4f664c6dbb88ed2a23c8a2709d0ad32f,133,1,2.65
c788de779e6673c3d25dc58b8bdfdc0d,70,1,2.30
0bd76645f558aa4e48aa136ec325c7c0,57,0,2.30
c38e6ea749a7c2c6521b05d5e8db0c73,129,1,3.75
a3c27676b680fb430cc1552ea2a625dc,46,1,2.35
31d2775685ffd9e4d87247f3cc13be5f,212,1,4.15
5c4658a1b9a9cc5e04221d76575d1330,74,0,2.60
9e3e3a3a53c2670d752c809bb51dbec7,93,1,2.15
9da8ff6db9dd8990ad06a0c6c0f85ba9,95,0,1.55
aa59e2e0f36f0c3e43ce6a8a2b5a7b0f,132,0,2.50
56a7de1535f8040c34f24458d8899766,84,0,2.30
cead4131e9d6b6a25ff192523efea05a,141,1,2.25
3a79d9307debceb1d15896c20b12ee68,6,1,3.25
af7a31b594036aee0f6fd3a43ee922cc,78,1,2.90
fa5713fbfb989387d769117e2480a2cd,415,1,2.45
338bbe8fad5c547f8b480553272829c8,47,0,1.50
444eddf3b261a9b2869945020ca90238,252,1,4.25
11811df252e3d32875c2af554f33d0de,51,1,3.60
1b39eed13039a336c42c672a31a519a2,382,0,2.90
572ad3944b9074c9e47518e262b6504a,111,0,2.55
4cfe1fa728ee800ef6aa93b7bb21c790,173,1,4.15
2d36ed766a299f7892b0ebf5cdc47956,48,1,4.20
8727ec2459efac02151e89d27dd7ad23,126,1,2.25
c29b2c02978b3061dd06c35068472f2a,114,1,2.90
a58823172d1adb8ade50417e9cea62fa,207,0,4.40
087c9e41d996ee3bfbac3c39aa145d95,10,1,4.20
fe3d50a511cfbb46039e1af9437db3d0,68,0,1.85
872a2898493f366255b1a93e8966a108,147,1,2.65
e0ecb46ac89e9a73adb93e913ffcdf6b,313,1,3.95
19ce9a6d5a39b86d3d8b4de1f43f46a8,181,0,2.60
980df83bc6d896123084913b368134fc,148,0,3.35
205aa2fc7bd599333972c4bc7cb4ce25,785,0,2.60
7d111beecca28c74b504c7821906149e,54,0,2.65
dafc73cb969c1855ec7cd22ec7eb293e,9,0,2.15
fcf15f077b4134357c9ccdb6ac0280e8,108,1,2.00
5ede7a48eaa2e38643e403f1764ba0e4,219,0,2.30
86134603bc0d168eaa7bc539ff79e25b,54,1,1.25
ff6132685a31351e56538158bbc34924,104,1,3.40
9c8bfaf47515a98930267c453debc6d5,57,1,3.90
502879151bc28434fc239b6735acca07,86,1,2.40
9fbfb9f5152ddb56eb1005725657c392,100,0,1.75
b42f6f73eb16e12ebce1c159966ae14a,742,0,2.75
867830e4ac367bc9791ee8481a0d9f26,212,1,2.95
847eee5813a5491a3cfc5718f8d50e07,65,0,2.20
2e18d91da9cb1b6bdea84b2e3c1028e9,283,0,3.10
3d6fa6b2fa6d81af38b66a049bae013a,325,1,3.90
df4983d3d3418af0265704151585c251,218,1,1.60
7b58f0a61e53645751c99d70181da73c,53,0,4.65
9d10d3a7e4f083b59ca6a3945eb6edf8,54,1,2.15
5c46234cbe0d8869d394b67a671b6451,158,0,3.00
5f176ecab3aa504b61e0bb8e8af4307c,68,0,2.30
1f88e780472ded8a1e105d40bf076696,168,1,1.50
e26bc04d610c01d73e403a08b68090b0,304,1,2.25
020b1a4e98a55e5a7d49f47f30ff46a5,9,1,1.35
4a03a7ea5d240a05cb8ac52a56c409e4,16,1,4.15
9b25c74e6eff3867f9cd9240e7883eac,190,1,3.50
bcbc52720d37117d4092178365692f03,93,0,4.25
f13e681984948c874b8691f210641ec3,224,0,3.55
2283a3492f208de46b802a253998ed5d,144,0,2.75
864a689e6ea77ea646900799aca555aa,31,0,3.75
9fa975308602b0299ef35d222728685b,77,0,2.25
0fc4f6b5c05f4dd0e2e08ec09a2ada9d,121,0,3.50
789f8f7f57e44b7363c61f31d379e010,42,1,1.60
acc7193192abfd9b9ef5f62154ffcdcc,168,0,2.60
e28f7cbf572630607a64104d89b972f5,90,0,1.65
c6fe7d2b20107e7b3514160848f94b78,188,1,2.10
363073d15ee8aac482a33558392b8e36,679,0,2.70
aa48c64c895e80d0bcb6be3c0f2f97f0,129,1,3.10
9652cd75a8e0605c9c75c3163e3a9ed4,439,1,2.15
6e1bd05d492a989749106ed0fc97fd6c,262,1,3.20
08c0616ae137dc45bb9bddc93aaef102,114,0,3.50
032ed60ef38b6ac3dbf9559a41a6a01d,27,0,1.65
9d6088e71d714c53c1d6a3939ec3711a,50,1,4.00
119aad69d66906e2b748bacd5e2e79ae,62,1,3.40
6de68bfe1c91d25a71950ef57370ce57,63,0,3.00
31e4acd158fa4bd806b86df6c39928d4,68,0,2.25
c5a6a14b4a3d1baf4f3a3d208999f69d,99,1,4.20
9963eb029cd100ade5c37f057b7b13e9,152,0,3.45
cbaf999db1773e148a69a9727d49cb6c,138,0,2.75
256bfc38ede12d18b39ecdbbab4c1c60,159,1,2.60
4feb216e7e6878ceaf66347cc505202e,239,1,3.35
45ffb4409770a3819a84035ac138cd8c,64,1,1.95
0cfe894f1a02aaac6172602a8e0ac1ac,222,1,2.85
1c00634f91b0b6c3b476ae87a00dad7f,107,0,1.95
cc063d3ea7d263d373986f57d3c5c99f,179,0,3.25
6d14111e1a209cedfced6c473d28b710,12,0,1.90
c1ca212e48a574e5e271de7c7a2aeef4,43,0,2.75
c3674f6fe686d3ca87cc55fe57849fca,9,0,1.80
5e5299bd5a00a97479ead8a8bbc3fc26,178,1,2.35
824524d0184454837def09a96479acd5,80,0,2.65
5d6bf6062a34f68ceef7365ba0e1b16b,174,0,2.50
b3c811b3427aed627e81373a4c00ce10,125,1,3.05
489b57d8feffa9e268fffc1e3b84d29d,70,1,1.20
e18b890dacccd7144aa00bd3f51ccf34,667,0,1.40
bdd583e3ee3c803f78b34d9dc45e2c88,7,0,1.40
2946cf374700ab60f997387c94236289,13,1,2.30
101f166c40086193bf6ea7fa886dd2d4,410,1,3.55
5ce9dcce52478156b97d195efb7aea92,305,1,3.35
dc046f889c2d4cd08bb2301b163631b7,21,0,2.56
49e406116e4da74cbba5fe2e3359ad11,14,0,2.20
e59aade64d0ef789e6c331f153604ffc,10,0,3.30
58b491f677c70d9907e6f851bdb69535,34,0,2.70
ec8ae7688c94704581b674e5052076e6,13,0,1.45
ad0d4672b8103271320fa11b2897c983,302,0,1.90
891920da556521a1da2a81289091f57a,790,0,2.15
4be8fbc317550ebdfe5bfe179b07446a,14,1,2.35
44935086685743f1564c58cb11faf751,7,1,2.50
1fbc10bb07b1a4046203c67a46a5c8c1,13,0,1.45
567919457067a8bb10937a995cf5197b,149,0,3.05
eb87e6fb044947cefeb2cf364659586f,139,1,2.70
df4fe28bb3645c11b28b117af35ef5a6,387,1,3.75
156c0e5293e3a3e26a6f3d3bca0a1ce7,28,0,2.95
489fa5f074bc1c78a96b014a6b8a3f29,11,1,2.70
acdeaf19e4af50a13765ce617eda6fc5,170,1,1.25
b6f9d2af7ee35ef4c4b9516bd5eb62bf,71,1,4.40
160d49773d051576b34e832f4632a7b5,46,0,2.70
9af96857d8b98f78d8124ee62f82ae57,161,0,1.40
97e5219e5ee2580e07b4eae3c8c1607f,61,0,2.20
7b85c6b3981722882b271c82ca2c732e,309,0,2.45
f039319ac444e688644dea7d8141543e,56,0,1.60
2c852daf6a70c0f859435dbde2299dc1,11,0,1.90
191294f03d4eee7ad156635d518e13a6,84,0,1.60
210e8da748adf0bc6c76992d2e7f9b22,162,0,2.20
91e063dd0e9cccda8b9a9f70852faa8f,141,1,2.20
11187bc926f3b4f1cf18a52a097adfeb,147,0,1.70
13fb0ff081e23a4c6f19ea87b9f156de,22,1,2.35
